,Unnamed: 0,AVG_Per_Comp,AVG_Per_Rec,AVG_Per_Rush,CMP,CMP%,INT,LNG,Name,Passing_ATT,Passing_YDS,REC,RTG,Recieving_YDS,Rushing_ATT,Rushing_YDS,SACK,SYL,TD
2175,7,,,2.2,,,,6,Jack Tuttle QB,,,,,,9.0,20.0,,,0
2176,8,,,1.9,,,,7,Ahrod Lloyd RB,,,,,,10.0,19.0,,,0
2177,9,,,3.0,,,,5,Cole Gest RB,,,,,,4.0,12.0,,,1
2178,0,,14.3,,,,,56,Whop Philyor WR,,,70.0,,1002.0,,,,,5
2179,1,,12.0,,,,,49,Peyton Hendershot TE,,,52.0,,622.0,,,,,4
2180,10,,8.0,,,,,14,Turon Ivy Jr. TE,,,3.0,,24.0,,,,,0
2181,11,,10.5,,,,,11,Sampson James RB,,,2.0,,21.0,,,,,0
2182,12,,7.5,,,,,13,Gary Cooper TE,,,2.0,,15.0,,,,,0
2183,13,,-0.2,,,,,3,Cole Gest RB,,,5.0,,-1.0,,,,,0
2184,14,,-3.0,,,,,-3,Luke Shayotovich WR,,,1.0,,-3.0,,,,,0
2185,15,,0.0,,,,,0,Michael Penix Jr. QB,,,0.0,,-26.0,,,,,0
2186,16,,12.2,,,,,75,Total,,,321.0,,3931.0,,,,,24
2187,2,,13.4,,,,,46,Ty Fryfogle WR,,,45.0,,604.0,,,,,3
2188,3,,13.6,,,,,75,Nick Westbrook WR,,,42.0,,572.0,,,,,5
2189,4,,17.0,,,,,43,Donavan Hale WR,,,22.0,,373.0,,,,,3
2190,5,,8.1,,,,,23,Stevie Scott III RB,,,26.0,,211.0,,,,,1
2191,6,,12.3,,,,,32,Miles Marshall WR,,,16.0,,196.0,,,,,1
2192,7,,10.8,,,,,39,David Ellis WR,,,16.0,,173.0,,,,,0
2193,8,,9.3,,,,,64,Ronnie Walker Jr. RB,,,12.0,,112.0,,,,,1
2194,9,,5.1,,,,,10,Matt Bjorson TE,,,7.0,,36.0,,,,,1
2195,0,7.4,,,237.0,59.4,7.0,75,Nate Stanley QB,399.0,2951.0,,131.2,,,,23.0,-221.0,16
2196,1,2.5,,,6.0,60.0,0.0,9,Spencer Petras QB,10.0,25.0,,81.0,,,,0.0,0.0,0
2197,2,0.0,,,0.0,0.0,0.0,0,Ihmir Smith-Marsette WR,1.0,0.0,,0.0,,,,0.0,0.0,0
2198,3,7.2,,,243.0,59.1,7.0,75,Total,411.0,2976.0,,129.4,,,,23.0,-221.0,16
2199,0,,,4.8,,,,55,Tyler Goodson RB,,,,,,134.0,638.0,,,5
2200,1,,,4.7,,,,30,Mekhi Sargent RB,,,,,,119.0,563.0,,,4
2201,10,,,1.0,,,,1,Spencer Petras QB,,,,,,1.0,1.0,,,1
2202,11,,,0.0,,,,0,Monte Pottebaum LB,,,,,,1.0,0.0,,,0
2203,12,,,0.0,,,,0,Turner Pallissard FB,,,,,,1.0,0.0,,,0
2204,13,,,3.9,,,,55,Total,,,,,,453.0,1789.0,,,17
2205,2,,,5.3,,,,52,Toren Young RB,,,,,,81.0,432.0,,,1
2206,3,,,9.8,,,,45,Ihmir Smith-Marsette WR,,,,,,11.0,108.0,,,3
2207,4,,,6.5,,,,23,Tyrone Tracy Jr. WR,,,,,,6.0,39.0,,,1
2208,5,,,3.8,,,,9,Ivory Kelly-Martin RB,,,,,,6.0,23.0,,,0
2209,6,,,0.1,,,,16,Nate Stanley QB,,,,,,76.0,7.0,,,1
2210,7,,,5.0,,,,5,Oliver Martin WR,,,,,,1.0,5.0,,,0
2211,8,,,0.5,,,,3,Brady Ross FB,,,,,,6.0,3.0,,,1
2212,9,,,2.0,,,,2,Nico Ragaini WR,,,,,,1.0,2.0,,,0
2213,0,,16.4,,,,,58,Ihmir Smith-Marsette WR,,,44.0,,722.0,,,,,5
2214,1,,16.4,,,,,75,Tyrone Tracy Jr. WR,,,36.0,,589.0,,,,,3
2215,10,,12.5,,,,,25,Ivory Kelly-Martin RB,,,2.0,,25.0,,,,,0
2216,11,,7.0,,,,,7,Toren Young RB,,,1.0,,7.0,,,,,0
2217,12,,4.0,,,,,4,Brady Ross FB,,,1.0,,4.0,,,,,0
2218,13,,-3.0,,,,,0,Max Cooper WR,,,1.0,,-3.0,,,,,0
2219,14,,12.2,,,,,75,Total,,,243.0,,2976.0,,,,,16
2220,2,,11.9,,,,,34,Brandon Smith WR,,,37.0,,439.0,,,,,5
2221,3,,9.5,,,,,45,Nico Ragaini WR,,,46.0,,439.0,,,,,2
2222,4,,12.5,,,,,41,Sam LaPorta TE,,,15.0,,188.0,,,,,0
2223,5,,6.9,,,,,31,Tyler Goodson RB,,,24.0,,166.0,,,,,0
2224,6,,9.9,,,,,41,Mekhi Sargent RB,,,14.0,,138.0,,,,,0
2225,7,,16.7,,,,,40,Shaun Beyer TE,,,7.0,,117.0,,,,,0
2226,8,,11.7,,,,,25,Nate Wieting TE,,,10.0,,117.0,,,,,0
2227,9,,5.6,,,,,9,Oliver Martin WR,,,5.0,,28.0,,,,,1
2228,0,6.2,,,98.0,47.3,6.0,80,Josh Jackson QB,207.0,1274.0,,112.4,,,,25.0,-162.0,12
2229,1,6.1,,,69.0,58.5,6.0,62,Tyrrell Pigrome QB,118.0,719.0,,107.9,,,,10.0,-75.0,3
2230,2,6.3,,,4.0,28.6,0.0,59,Tyler DeSue QB,14.0,88.0,,104.9,,,,2.0,-16.0,1
2231,3,2.3,,,1.0,33.3,0.0,7,Lance LeGendre QB,3.0,7.0,,52.9,,,,1.0,-9.0,0
2232,4,6.1,,,172.0,50.3,12.0,80,Total,342.0,2088.0,,110.0,,,,38.0,-262.0,16
2233,0,,,7.2,,,,64,Javon Leake RB,,,,,,102.0,736.0,,,8
2234,1,,,5.4,,,,80,Anthony McFarland Jr. RB,,,,,,114.0,614.0,,,8
2235,10,,,-1.0,,,,14,Josh Jackson QB,,,,,,53.0,-53.0,,,0
2236,11,,,4.8,,,,80,Total,,,,,,425.0,2033.0,,,23
2237,2,,,4.2,,,,21,Tayon Fleet-Davis RB,,,,,,63.0,265.0,,,2
2238,3,,,10.2,,,,54,Jake Funk RB,,,,,,17.0,173.0,,,2
2239,4,,,3.4,,,,61,Tyrrell Pigrome QB,,,,,,45.0,153.0,,,2
2240,5,,,8.0,,,,26,Lance LeGendre QB,,,,,,13.0,104.0,,,0
2241,6,,,10.0,,,,30,Lorenzo Harrison III RB,,,,,,7.0,70.0,,,0
2242,7,,,4.0,,,,4,Dontay Demus Jr. WR,,,,,,1.0,4.0,,,0
2243,8,,,-10.0,,,,0,Mike Shinsky PK,,,,,,1.0,-10.0,,,0
2244,9,,,-4.5,,,,5,Tyler DeSue QB,,,,,,4.0,-18.0,,,1
2245,0,,15.2,,,,,80,Dontay Demus Jr. WR,,,41.0,,625.0,,,,,6
2246,1,,15.2,,,,,40,Brian Cobbs WR,,,16.0,,243.0,,,,,0
2247,10,,6.1,,,,,33,Javon Leake RB,,,9.0,,55.0,,,,,0
2248,11,,22.0,,,,,22,Jayden Comma WR,,,1.0,,22.0,,,,,0
2249,12,,4.0,,,,,12,Jake Funk RB,,,4.0,,16.0,,,,,0
2250,13,,4.3,,,,,13,Rayshad Lewis WR,,,3.0,,13.0,,,,,0
2251,14,,7.0,,,,,7,Dino Tomlin WR,,,1.0,,7.0,,,,,0
2252,15,,6.0,,,,,6,Sean Nelson WR,,,1.0,,6.0,,,,,1
2253,16,,3.0,,,,,3,Noah Barnes TE,,,1.0,,3.0,,,,,0
2254,17,,12.1,,,,,80,Total,,,172.0,,2088.0,,,,,16
2255,2,,10.6,,,,,23,Chigoziem Okonkwo TE,,,19.0,,201.0,,,,,2
2256,3,,12.1,,,,,59,Tayon Fleet-Davis RB,,,15.0,,181.0,,,,,2
2257,4,,17.6,,,,,49,Darryl Jones WR,,,9.0,,158.0,,,,,0
2258,5,,11.9,,,,,52,Tyler Mabry TE,,,13.0,,155.0,,,,,3
2259,6,,11.4,,,,,17,Carlos Carriere WR,,,12.0,,137.0,,,,,1
2260,7,,7.4,,,,,39,Anthony McFarland Jr. RB,,,17.0,,126.0,,,,,1
2261,8,,21.0,,,,,29,DJ Turner WR,,,4.0,,84.0,,,,,0
2262,9,,9.3,,,,,15,Sean Savoy WR,,,6.0,,56.0,,,,,0
2263,0,9.6,,,269.0,64.0,11.0,73,Brady White QB,420.0,4014.0,,165.0,,,,27.0,-170.0,33
2264,1,7.3,,,10.0,66.7,0.0,26,Connor Adair QB,15.0,109.0,,127.7,,,,0.0,0.0,0
2265,2,29.0,,,1.0,100.0,0.0,29,Adam Williams P,1.0,29.0,,343.6,,,,0.0,0.0,0
2266,3,12.5,,,1.0,50.0,0.0,25,Kedarian Jones WR,2.0,25.0,,155.0,,,,0.0,0.0,0
2267,4,0.0,,,0.0,0.0,0.0,0,Patrick Taylor Jr. RB,1.0,0.0,,0.0,,,,0.0,0.0,0
2268,5,0.0,,,0.0,0.0,0.0,0,-,2.0,0.0,,0.0,,,,0.0,0.0,0
2269,6,9.5,,,281.0,63.7,11.0,73,Total,441.0,4177.0,,163.0,,,,27.0,-170.0,33
2270,0,,,6.3,,,,75,Kenneth Gainwell RB,,,,,,231.0,1459.0,,,13
2271,1,,,11.2,,,,78,Antonio Gibson WR,,,,,,33.0,369.0,,,4
2272,10,,,5.0,,,,8,Kedarian Jones WR,,,,,,2.0,10.0,,,0
2273,11,,,0.8,,,,7,Calvin Austin III WR,,,,,,4.0,3.0,,,1
2274,12,,,-1.2,,,,14,Brady White QB,,,,,,61.0,-71.0,,,4
2275,13,,,-5.9,,,,0,-,,,,,,15.0,-89.0,,,0
2276,14,,,4.7,,,,78,Total,,,,,,551.0,2614.0,,,32
2277,2,,,4.5,,,,21,Patrick Taylor Jr. RB,,,,,,78.0,350.0,,,5
2278,3,,,5.2,,,,72,Kylan Watkins RB,,,,,,62.0,325.0,,,3
2279,4,,,3.3,,,,10,Rodrigues Clark RB,,,,,,26.0,85.0,,,1
2280,5,,,5.2,,,,18,Traveon Samuel WR,,,,,,15.0,78.0,,,0
2281,6,,,2.7,,,,9,Timothy Taylor RB,,,,,,11.0,30.0,,,0
2282,7,,,13.0,,,,22,Connor Adair QB,,,,,,2.0,26.0,,,1
2283,8,,,4.2,,,,8,Marquavius Weaver RB,,,,,,5.0,21.0,,,0
2284,9,,,3.0,,,,7,Markevion Quinn QB,,,,,,6.0,18.0,,,0
2285,0,,16.8,,,,,59,Damonte Coxie WR,,,76.0,,1276.0,,,,,9
2286,1,,19.3,,,,,73,Antonio Gibson WR,,,38.0,,735.0,,,,,8
2287,10,,4.3,,,,,8,Traveon Samuel WR,,,6.0,,26.0,,,,,0
2288,11,,25.0,,,,,25,Brady White QB,,,1.0,,25.0,,,,,0
2289,12,,5.3,,,,,7,Kameron Wilson TE,,,4.0,,21.0,,,,,2
2290,13,,6.5,,,,,10,Timothy Taylor RB,,,2.0,,13.0,,,,,0
2291,14,,6.0,,,,,9,Tyce Daniel TE,,,2.0,,12.0,,,,,1
2292,15,,11.0,,,,,11,Coye' Fairman WR,,,1.0,,11.0,,,,,0
2293,16,,4.5,,,,,5,Sean Dykes TE,,,2.0,,9.0,,,,,0
2294,17,,7.0,,,,,7,Joseph Dorceus DL,,,1.0,,7.0,,,,,0
2295,18,,14.9,,,,,73,Total,,,281.0,,4177.0,,,,,33
2296,2,,12.0,,,,,68,Kenneth Gainwell RB,,,51.0,,610.0,,,,,3
2297,3,,15.6,,,,,65,Kedarian Jones WR,,,39.0,,609.0,,,,,4
2298,4,,16.8,,,,,58,Joey Magnifico TE,,,20.0,,335.0,,,,,2
2299,5,,18.5,,,,,46,Calvin Austin III WR,,,17.0,,315.0,,,,,3
2300,6,,6.5,,,,,22,Patrick Taylor Jr. RB,,,8.0,,52.0,,,,,0
2301,7,,9.8,,,,,23,John Williams WR,,,5.0,,49.0,,,,,0
2302,8,,8.0,,,,,24,Kylan Watkins RB,,,5.0,,40.0,,,,,1
2303,9,,10.7,,,,,26,Tahj Washington WR,,,3.0,,32.0,,,,,0
2304,0,7.1,,,260.0,59.6,13.0,64,Brian Lewerke QB,436.0,3079.0,,125.9,,,,18.0,-113.0,17
2305,1,3.5,,,7.0,33.3,2.0,19,Rocky Lombardi QB,21.0,74.0,,43.9,,,,0.0,0.0,0
2306,2,17.0,,,1.0,100.0,0.0,17,Darrell Stewart Jr. WR,1.0,17.0,,242.8,,,,0.0,0.0,0
2307,3,4.0,,,2.0,66.7,0.0,8,Theo Day QB,3.0,12.0,,100.3,,,,0.0,0.0,0
2308,4,0.0,,,0.0,0.0,0.0,0,Cody White WR,2.0,0.0,,0.0,,,,0.0,0.0,0
2309,5,6.9,,,270.0,58.2,15.0,64,Total,464.0,3182.0,,121.4,,,,18.0,-113.0,17
2310,0,,,4.4,,,,58,Elijah Collins RB,,,,,,222.0,988.0,,,5
2311,1,,,3.3,,,,42,Brian Lewerke QB,,,,,,111.0,363.0,,,3
2312,10,,,5.0,,,,5,Laress Nelson WR,,,,,,1.0,5.0,,,0
2313,11,,,0.5,,,,1,Alante Thomas RB,,,,,,2.0,1.0,,,1
2314,12,,,0.0,,,,0,Theo Day QB,,,,,,1.0,0.0,,,0
2315,13,,,-0.8,,,,3,Rocky Lombardi QB,,,,,,4.0,-3.0,,,0
2316,14,,,-6.5,,,,0,Darrell Stewart Jr. WR,,,,,,2.0,-13.0,,,0
2317,15,,,3.5,,,,58,Total,,,,,,468.0,1653.0,,,12
2318,2,,,3.1,,,,17,Anthony Williams Jr. RB,,,,,,38.0,118.0,,,1
2319,3,,,3.3,,,,14,Connor Heyward RB,,,,,,24.0,79.0,,,0
2320,4,,,2.7,,,,10,Brandon Wright RB,,,,,,18.0,48.0,,,0
2321,5,,,5.4,,,,10,Jalen Nailor WR,,,,,,5.0,27.0,,,0
2322,6,,,1.3,,,,5,La'Darius Jefferson RB,,,,,,19.0,25.0,,,2
2323,7,,,3.7,,,,13,Cody White WR,,,,,,6.0,22.0,,,0
2324,8,,,20.0,,,,20,Tyriq Thompson LB,,,,,,1.0,20.0,,,0
2325,9,,,9.5,,,,10,Julian Barnett WR,,,,,,2.0,19.0,,,0
2326,0,,14.0,,,,,49,Cody White WR,,,66.0,,922.0,,,,,6
2327,1,,14.2,,,,,44,Darrell Stewart Jr. WR,,,49.0,,697.0,,,,,4
2328,10,,12.8,,,,,23,Anthony Williams Jr. RB,,,6.0,,77.0,,,,,0
2329,11,,7.4,,,,,15,Connor Heyward RB,,,7.0,,52.0,,,,,1
2330,12,,12.0,,,,,25,Laress Nelson WR,,,4.0,,48.0,,,,,0
2331,13,,11.3,,,,,18,La'Darius Jefferson RB,,,3.0,,34.0,,,,,0
2332,14,,17.0,,,,,17,Brian Lewerke QB,,,1.0,,17.0,,,,,0
2333,15,,5.0,,,,,5,Parks Gissinger TE,,,1.0,,5.0,,,,,0
2334,16,,2.0,,,,,3,Max Rosenthal FB,,,2.0,,4.0,,,,,1
2335,17,,11.8,,,,,64,Total,,,270.0,,3182.0,,,,,17
2336,2,,10.9,,,,,48,Matt Seybert TE,,,26.0,,284.0,,,,,3
2337,3,,10.3,,,,,23,Tre Mosley WR,,,21.0,,216.0,,,,,1
2338,4,,14.0,,,,,32,Julian Barnett WR,,,13.0,,182.0,,,,,0
2339,5,,9.4,,,,,20,Matt Dotson TE,,,16.0,,151.0,,,,,1
2340,6,,12.3,,,,,64,Trenton Gillison TE,,,12.0,,147.0,,,,,0
2341,7,,10.8,,,,,24,C.J. Hayes WR,,,13.0,,141.0,,,,,0
2342,8,,7.1,,,,,23,Jalen Nailor WR,,,15.0,,106.0,,,,,0
2343,9,,6.6,,,,,16,Elijah Collins RB,,,15.0,,99.0,,,,,0
2344,0,8.0,,,214.0,56.2,8.0,76,Shea Patterson QB,381.0,3061.0,,139.4,,,,25.0,-207.0,23
2345,1,5.8,,,10.0,50.0,0.0,26,Dylan McCaffrey QB,20.0,116.0,,115.2,,,,0.0,0.0,1
2346,2,8.4,,,3.0,42.9,1.0,29,Joe Milton QB,7.0,59.0,,132.2,,,,0.0,0.0,1
2347,3,25.0,,,1.0,100.0,0.0,25,Michael Barrett LB,1.0,25.0,,310.0,,,,0.0,0.0,0
2348,4,8.0,,,228.0,55.6,9.0,76,Total,410.0,3261.0,,138.2,,,,25.0,-207.0,25
2349,0,,,4.9,,,,41,Zach Charbonnet RB,,,,,,149.0,726.0,,,11
2350,1,,,5.1,,,,49,Hassan Haskins RB,,,,,,121.0,622.0,,,4
2351,10,,,9.0,,,,9,Ronnie Bell WR,,,,,,1.0,9.0,,,0
2352,11,,,3.0,,,,3,Ben Mason DL,,,,,,1.0,3.0,,,0
2353,12,,,0.5,,,,5,Nicholas Capatina RB,,,,,,2.0,1.0,,,0
2354,13,,,-3.5,,,,2,Donovan Peoples-Jones WR,,,,,,2.0,-7.0,,,0
2355,14,,,-9.0,,,,0,Jon Runyan OL,,,,,,1.0,-9.0,,,0
2356,15,,,4.0,,,,49,Total,,,,,,495.0,1959.0,,,26
2357,2,,,5.0,,,,39,Tru Wilson RB,,,,,,44.0,221.0,,,1
2358,3,,,3.9,,,,13,Christian Turner RB,,,,,,44.0,171.0,,,1
2359,4,,,6.9,,,,22,Giles Jackson WR,,,,,,10.0,69.0,,,1
2360,5,,,5.2,,,,10,Dylan McCaffrey QB,,,,,,13.0,67.0,,,1
2361,6,,,0.6000000000000001,,,,22,Shea Patterson QB,,,,,,87.0,50.0,,,5
2362,7,,,2.2,,,,6,Ben VanSumeren RB,,,,,,9.0,20.0,,,1
2363,8,,,3.2,,,,9,Joe Milton QB,,,,,,5.0,16.0,,,1
2364,9,,,14.0,,,,14,Michael Barrett LB,,,,,,1.0,14.0,,,0
2365,0,,15.9,,,,,71,Ronnie Bell WR,,,47.0,,747.0,,,,,1
2366,1,,19.7,,,,,76,Nico Collins WR,,,37.0,,729.0,,,,,7
2367,10,,6.7,,,,,19,Hassan Haskins RB,,,6.0,,40.0,,,,,0
2368,11,,3.8,,,,,8,Zach Charbonnet RB,,,8.0,,30.0,,,,,0
2369,12,,25.0,,,,,25,Daxton Hill DB,,,1.0,,25.0,,,,,0
2370,13,,7.0,,,,,11,Tru Wilson RB,,,2.0,,14.0,,,,,0
2371,14,,3.3,,,,,6,Christian Turner RB,,,4.0,,13.0,,,,,0
2372,15,,10.0,,,,,10,Erick All TE,,,1.0,,10.0,,,,,0
2373,16,,1.0,,,,,1,Dylan McCaffrey QB,,,1.0,,1.0,,,,,0
2374,17,,14.3,,,,,76,Total,,,228.0,,3261.0,,,,,25
2375,2,,12.9,,,,,41,Donovan Peoples-Jones WR,,,34.0,,438.0,,,,,6
2376,3,,12.9,,,,,36,Tarik Black WR,,,25.0,,323.0,,,,,1
2377,4,,9.8,,,,,34,Nick Eubanks TE,,,26.0,,254.0,,,,,4
2378,5,,18.1,,,,,41,Sean McKeon TE,,,13.0,,235.0,,,,,2
2379,6,,18.1,,,,,35,Mike Sainristil WR,,,8.0,,145.0,,,,,1
2380,7,,15.8,,,,,50,Giles Jackson WR,,,9.0,,142.0,,,,,1
2381,8,,15.3,,,,,39,Cornelius Johnson WR,,,4.0,,61.0,,,,,1
2382,9,,27.0,,,,,29,Luke Schoonmaker TE,,,2.0,,54.0,,,,,1
2383,0,10.2,,,210.0,66.0,7.0,73,Tanner Morgan QB,318.0,3253.0,,178.7,,,,30.0,-185.0,30
2384,1,39.0,,,1.0,100.0,0.0,39,Jacob Clark QB,1.0,39.0,,427.6,,,,0.0,0.0,0
2385,2,1.0,,,1.0,100.0,0.0,1,Seth Green WR,1.0,1.0,,438.4,,,,0.0,0.0,1
2386,3,0.0,,,0.0,0.0,1.0,0,Cole Kramer QB,2.0,0.0,,-100.0,,,,0.0,0.0,0
2387,4,10.2,,,212.0,65.6,8.0,73,Total,323.0,3293.0,,178.0,,,,30.0,-185.0,31
2388,0,,,5.1,,,,64,Rodney Smith RB,,,,,,228.0,1163.0,,,8
2389,1,,,5.3,,,,36,Mohamed Ibrahim RB,,,,,,114.0,604.0,,,7
2390,10,,,4.1,,,,64,Total,,,,,,560.0,2323.0,,,25
2391,2,,,5.6,,,,28,Shannon Brooks RB,,,,,,73.0,408.0,,,2
2392,3,,,3.4,,,,25,Seth Green WR,,,,,,29.0,99.0,,,5
2393,4,,,7.3,,,,24,Treyson Potts RB,,,,,,7.0,51.0,,,1
2394,5,,,2.9,,,,7,Cam Wiley RB,,,,,,11.0,32.0,,,0
2395,6,,,1.4,,,,14,Bryce Williams RB,,,,,,17.0,24.0,,,1
2396,7,,,7.3,,,,13,Preston Jelen RB,,,,,,3.0,22.0,,,0
2397,8,,,-1.0,,,,0,Tyler Johnson WR,,,,,,1.0,-1.0,,,0
2398,9,,,-0.9,,,,17,Tanner Morgan QB,,,,,,61.0,-57.0,,,1
2399,0,,15.3,,,,,73,Tyler Johnson WR,,,86.0,,1318.0,,,,,13
2400,1,,20.3,,,,,66,Rashod Bateman WR,,,60.0,,1219.0,,,,,11
2401,10,,10.0,,,,,10,Bryce Williams RB,,,1.0,,10.0,,,,,0
2402,11,,8.0,,,,,8,Seth Green WR,,,1.0,,8.0,,,,,0
2403,12,,15.5,,,,,73,Total,,,212.0,,3293.0,,,,,31
2404,2,,13.3,,,,,70,Chris Autman-Bell WR,,,28.0,,371.0,,,,,5
2405,3,,11.2,,,,,29,Demetrius Douglas WR,,,14.0,,157.0,,,,,0
2406,4,,10.0,,,,,20,Rodney Smith RB,,,7.0,,70.0,,,,,0
2407,5,,12.8,,,,,24,Jake Paulson TE,,,4.0,,51.0,,,,,0
2408,6,,39.0,,,,,39,Harry Van Dyne WR,,,1.0,,39.0,,,,,0
2409,7,,6.3,,,,,13,Brevyn Spann-Ford TE,,,4.0,,25.0,,,,,1
2410,8,,4.3,,,,,15,Mohamed Ibrahim RB,,,3.0,,13.0,,,,,0
2411,9,,6.0,,,,,11,Bryce Witham TE,,,2.0,,12.0,,,,,1
2412,0,7.8,,,149.0,59.4,9.0,75,Adrian Martinez QB,251.0,1956.0,,130.8,,,,23.0,-134.0,10
2413,1,8.0,,,34.0,65.4,0.0,51,Noah Vedral QB,52.0,418.0,,132.9,,,,4.0,-27.0,0
2414,2,11.8,,,9.0,75.0,0.0,39,Luke McCaffrey QB,12.0,142.0,,229.4,,,,0.0,0.0,2
2415,3,11.0,,,1.0,50.0,0.0,22,JD Spielman WR,2.0,22.0,,142.4,,,,0.0,0.0,0
2416,4,2.2,,,1.0,16.7,0.0,13,Andrew Bunch QB,6.0,13.0,,34.9,,,,1.0,-7.0,0
2417,5,7.9,,,194.0,60.1,9.0,75,Total,323.0,2551.0,,133.1,,,,28.0,-168.0,12
2418,0,,,5.2,,,,61,Dedrick Mills RB,,,,,,143.0,745.0,,,10
2419,1,,,4.3,,,,56,Adrian Martinez QB,,,,,,144.0,626.0,,,7
2420,10,,,4.0,,,,4,Jaylin Bradley RB,,,,,,2.0,8.0,,,0
2421,11,,,2.0,,,,2,Austin Allen TE,,,,,,1.0,2.0,,,0
2422,12,,,-0.5,,,,6,Andrew Bunch QB,,,,,,2.0,-1.0,,,0
2423,13,,,4.5,,,,61,Total,,,,,,544.0,2439.0,,,27
2424,2,,,3.9,,,,42,Wan'Dale Robinson WR,,,,,,88.0,340.0,,,3
2425,3,,,6.0,,,,60,Maurice Washington RB,,,,,,50.0,298.0,,,1
2426,4,,,6.9,,,,15,Luke McCaffrey QB,,,,,,24.0,166.0,,,1
2427,5,,,3.5,,,,22,Noah Vedral QB,,,,,,30.0,106.0,,,3
2428,6,,,3.5,,,,11,Wyatt Mazour RB,,,,,,21.0,74.0,,,1
2429,7,,,3.0,,,,13,Rahmir Johnson RB,,,,,,21.0,64.0,,,1
2430,8,,,6.4,,,,22,Brody Belt RB,,,,,,5.0,32.0,,,0
2431,9,,,7.8,,,,14,JD Spielman WR,,,,,,4.0,31.0,,,0
2432,0,,18.3,,,,,65,JD Spielman WR,,,49.0,,898.0,,,,,5
2433,1,,11.3,,,,,49,Wan'Dale Robinson WR,,,40.0,,453.0,,,,,2
2434,10,,22.0,,,,,22,Noah Vedral QB,,,1.0,,22.0,,,,,0
2435,11,,7.0,,,,,8,Jaevon McQuitty WR,,,2.0,,14.0,,,,,0
2436,12,,13.0,,,,,13,Darien Chase WR,,,1.0,,13.0,,,,,0
2437,13,,12.0,,,,,12,Luke McCaffrey QB,,,1.0,,12.0,,,,,0
2438,14,,12.0,,,,,12,Rahmir Johnson RB,,,1.0,,12.0,,,,,0
2439,15,,3.0,,,,,7,Jaron Woodyard WR,,,3.0,,9.0,,,,,0
2440,16,,9.0,,,,,9,Kurt Rafdal TE,,,1.0,,9.0,,,,,0
2441,17,,13.1,,,,,75,Total,,,194.0,,2551.0,,,,,12
2442,2,,14.4,,,,,36,Kanawai Noa WR,,,17.0,,245.0,,,,,2
2443,3,,9.4,,,,,42,Jack Stoll TE,,,25.0,,234.0,,,,,1
2444,4,,13.5,,,,,75,Maurice Washington RB,,,12.0,,162.0,,,,,2
2445,5,,8.2,,,,,20,Dedrick Mills RB,,,15.0,,123.0,,,,,0
2446,6,,21.8,,,,,34,Mike Williams WR,,,5.0,,109.0,,,,,0
2447,7,,12.6,,,,,26,Kade Warner WR,,,8.0,,101.0,,,,,0
2448,8,,11.9,,,,,30,Austin Allen TE,,,7.0,,83.0,,,,,0
2449,9,,10.4,,,,,20,Wyatt Mazour RB,,,5.0,,52.0,,,,,0
2450,0,4.4,,,86.0,50.3,9.0,33,Aidan Smith QB,171.0,760.0,,82.9,,,,11.0,-57.0,3
2451,1,4.0,,,50.0,46.3,4.0,50,Hunter Johnson QB,108.0,432.0,,75.5,,,,11.0,-108.0,1
2452,2,6.8,,,14.0,63.6,2.0,40,Andrew Marty QB,22.0,150.0,,132.7,,,,0.0,0.0,2
2453,3,6.2,,,6.0,60.0,0.0,23,TJ Green QB,10.0,62.0,,112.1,,,,1.0,-1.0,0
2454,4,4.5,,,156.0,50.0,15.0,50,Total,312.0,1404.0,,84.5,,,,23.0,-166.0,6
2455,0,,,4.1,,,,31,Drake Anderson RB,,,,,,154.0,634.0,,,3
2456,1,,,6.2,,,,48,Evan Hull RB,,,,,,46.0,286.0,,,4
2457,10,,,2.1,,,,10,John Moten IV RB,,,,,,14.0,29.0,,,1
2458,11,,,17.0,,,,17,Andrew David P,,,,,,1.0,17.0,,,0
2459,12,,,3.3,,,,13,TJ Green QB,,,,,,3.0,10.0,,,0
2460,13,,,2.0,,,,6,Riley Lees WR,,,,,,3.0,6.0,,,0
2461,14,,,1.5,,,,4,Jason Whittaker QB,,,,,,2.0,3.0,,,0
2462,15,,,1.0,,,,1,Jace James WR,,,,,,1.0,1.0,,,0
2463,16,,,-6.0,,,,0,Berkeley Holman WR,,,,,,1.0,-6.0,,,0
2464,17,,,-9.0,,,,0,Tyler Gillikin LS,,,,,,1.0,-9.0,,,0
2465,18,,,-13.0,,,,0,Conrad Rowley OL,,,,,,1.0,-13.0,,,0
2466,19,,,4.1,,,,79,Total,,,,,,530.0,2161.0,,,17
2467,2,,,2.9,,,,22,Aidan Smith QB,,,,,,72.0,211.0,,,1
2468,3,,,3.5,,,,21,Isaiah Bowser RB,,,,,,59.0,204.0,,,0
2469,4,,,3.9,,,,16,Andrew Marty QB,,,,,,52.0,201.0,,,4
2470,5,,,6.3,,,,79,Kyric McGowan WR,,,,,,28.0,177.0,,,1
2471,6,,,6.0,,,,35,Jesse Brown RB,,,,,,21.0,127.0,,,0
2472,7,,,17.6,,,,62,Coco Azema DB,,,,,,7.0,123.0,,,1
2473,8,,,9.2,,,,39,Raymond Niro III WR,,,,,,11.0,101.0,,,1
2474,9,,,1.3,,,,25,Hunter Johnson QB,,,,,,48.0,64.0,,,1
